symbol,strike,pc,settle_date,open,high,low,close,adj_close,volume,open_interest
CLF18,65.5,C,20170712,0.0,0.1,0.1,0.1,0.1,0,170
CLF18,66.0,C,20170712,0.0,0.09,0.09,0.09,0.09,0,505
CLF18,66.5,C,20170712,0.0,0.08,0.08,0.08,0.08,0,35
CLF18,67.0,C,20170712,0.0,0.08,0.08,0.08,0.08,0,75
CLF18,67.5,C,20170712,0.0,0.07,0.07,0.07,0.07,0,159
CLF18,68.0,C,20170712,0.0,0.07,0.07,0.07,0.07,0,27
CLF18,68.5,C,20170712,0.0,0.06,0.06,0.06,0.06,0,273
CLF18,69.0,C,20170712,0.0,0.06,0.06,0.06,0.06,0,101
CLF18,69.5,C,20170712,0.0,0.06,0.06,0.06,0.06,0,55
CLF18,70.0,C,20170712,0.0,0.05,0.05,0.05,0.05,15,850
CLF18,70.5,C,20170712,0.0,0.05,0.05,0.05,0.05,0,0
CLF18,71.0,C,20170712,0.0,0.05,0.05,0.05,0.05,0,17
CLF18,72.0,C,20170712,0.0,0.04,0.04,0.04,0.04,0,10
CLF18,73.0,C,20170712,0.0,0.04,0.04,0.04,0.04,0,2
CLF18,74.0,C,20170712,0.0,0.04,0.04,0.04,0.04,0,3
CLF18,75.0,C,20170712,0.0,0.03,0.03,0.03,0.03,0,490
CLF18,76.0,C,20170712,0.0,0.03,0.03,0.03,0.03,0,3
CLF18,77.0,C,20170712,0.0,0.03,0.03,0.03,0.03,0,16
CLF18,78.0,C,20170712,0.0,0.03,0.03,0.03,0.03,0,9
CLF18,79.0,C,20170712,0.0,0.02,0.02,0.02,0.02,0,2
CLF18,80.0,C,20170712,0.0,0.02,0.02,0.02,0.02,0,100
CLF18,81.0,C,20170712,0.0,0.02,0.02,0.02,0.02,0,10
CLF19,50.0,C,20170712,0.0,5.55,5.55,5.55,5.55,0,97
CLF19,50.0,P,20170712,0.0,7.4,7.4,7.4,7.4,0,94
CLF19,60.0,C,20170712,0.0,2.03,2.03,2.03,2.03,0,100
CLF19,86.0,C,20170712,0.0,0.12,0.12,0.12,0.12,0,0
CLF19,90.0,C,20170712,0.0,0.1,0.1,0.1,0.1,0,1
CLF20,68.0,C,20170712,0.0,1.79,1.79,1.79,1.79,0,160
CLF20,83.0,C,20170712,0.0,0.54,0.54,0.54,0.54,0,160
CLF18,100.0,C,20170713,0.0,0.01,0.01,0.01,0.01,0,101
CLF18,21.0,C,20170713,0.0,26.0,26.0,26.0,26.0,0,1
CLF18,24.0,P,20170713,0.0,0.02,0.02,0.02,0.02,0,1
CLF18,24.5,P,20170713,0.0,0.02,0.02,0.02,0.02,0,1
CLF18,25.0,P,20170713,0.0,0.02,0.02,0.02,0.02,0,51
CLF18,25.5,P,20170713,0.0,0.02,0.02,0.02,0.02,0,43
CLF18,26.0,P,20170713,0.0,0.03,0.03,0.03,0.03,0,16
CLF18,26.5,P,20170713,0.0,0.03,0.03,0.03,0.03,0,14
CLF18,27.0,P,20170713,0.0,0.04,0.04,0.04,0.04,0,31
CLF18,27.5,P,20170713,0.0,0.04,0.04,0.04,0.04,0,55
CLF18,28.0,P,20170713,0.0,0.05,0.05,0.05,0.05,0,59
CLF18,28.5,P,20170713,0.0,0.06,0.06,0.06,0.06,0,5
CLF18,29.0,P,20170713,0.0,0.07,0.07,0.07,0.07,0,329
CLF18,29.5,P,20170713,0.0,0.08,0.08,0.08,0.08,0,1
CLF18,30.0,P,20170713,0.12,0.12,0.09,0.09,0.09,0,333
CLF18,30.5,P,20170713,0.0,0.11,0.11,0.11,0.11,0,2
CLF18,31.0,P,20170713,0.0,0.13,0.13,0.13,0.13,0,6
CLF18,31.5,P,20170713,0.15,0.15,0.15,0.15,0.15,0,4
CLF18,32.0,P,20170713,0.18,0.18,0.17,0.17,0.17,0,110
CLF18,32.5,P,20170713,0.0,0.2,0.2,0.2,0.2,0,15
CLF18,33.0,P,20170713,0.0,0.23,0.23,0.23,0.23,0,123
CLF18,33.5,P,20170713,0.0,0.37,0.26,0.26,0.26,0,8
CLF18,34.0,P,20170713,0.0,0.3,0.3,0.3,0.3,0,603
CLF18,34.5,P,20170713,0.37,0.37,0.34,0.34,0.34,5,60
CLF18,35.0,C,20170713,0.0,12.34,12.34,12.34,12.34,0,1
CLF18,35.0,P,20170713,0.4,0.4,0.39,0.39,0.39,13,1555
CLF18,35.5,P,20170713,0.51,0.51,0.44,0.44,0.44,0,5
CLF18,36.0,P,20170713,0.0,0.59,0.5,0.5,0.5,1,137
CLF18,36.5,P,20170713,0.0,0.62,0.56,0.56,0.56,5,16
CLF18,37.0,C,20170713,0.0,10.6,10.6,10.6,10.6,0,17
CLF18,37.0,P,20170713,0.64,0.64,0.64,0.64,0.64,0,71
CLF18,37.5,P,20170713,0.71,0.73,0.71,0.72,0.72,6,57
CLF18,38.0,C,20170713,0.0,9.77,9.77,9.77,9.77,0,0
CLF18,38.0,P,20170713,0.0,0.82,0.81,0.81,0.81,1,920
CLF18,38.5,P,20170713,0.0,0.9,0.89,0.9,0.9,5,65
CLF18,39.0,P,20170713,1.18,1.22,1.0,1.0,1.0,0,504
CLF18,39.5,P,20170713,0.0,1.11,1.11,1.11,1.11,0,127
CLF18,40.0,C,20170713,0.0,8.21,8.21,8.21,8.21,0,0
CLF18,40.0,P,20170713,1.25,1.25,1.23,1.23,1.23,15,1582
CLF18,40.5,P,20170713,0.0,1.36,1.36,1.36,1.36,0,1261
CLF18,41.0,P,20170713,1.52,1.52,1.5,1.5,1.5,0,3751
CLF18,41.5,P,20170713,0.0,1.73,1.64,1.64,1.64,69,129
CLF18,42.0,C,20170713,6.72,6.77,6.72,6.77,6.77,0,100
CLF18,42.0,P,20170713,0.0,1.79,1.79,1.79,1.79,0,1383
CLF18,42.5,P,20170713,0.0,1.95,1.95,1.95,1.95,0,414
CLF18,43.0,C,20170713,0.0,6.11,6.11,6.11,6.11,0,120
CLF18,43.0,P,20170713,2.17,2.17,2.12,2.12,2.12,380,628
CLF18,43.5,C,20170713,0.0,5.86,5.79,5.79,5.79,8,7
CLF18,43.5,P,20170713,0.0,2.3,2.3,2.3,2.3,0,274
CLF18,44.0,C,20170713,0.0,5.48,5.48,5.48,5.48,0,15
CLF18,44.0,P,20170713,0.0,2.49,2.49,2.49,2.49,0,4292
CLF18,44.5,C,20170713,4.81,5.18,4.81,5.18,5.18,9,159
CLF18,44.5,P,20170713,2.87,2.87,2.69,2.69,2.69,0,164
CLF18,45.0,C,20170713,4.54,4.88,4.54,4.88,4.88,8,3104
CLF18,45.0,P,20170713,2.94,2.94,2.89,2.89,2.89,6,2036
CLF18,45.5,C,20170713,0.0,4.6,4.6,4.6,4.6,0,58
CLF18,45.5,P,20170713,0.0,3.34,3.11,3.11,3.11,1,81
CLF18,46.0,C,20170713,0.0,4.39,4.32,4.32,4.32,1,401
CLF18,46.0,P,20170713,3.36,3.36,3.33,3.33,3.33,6,39
CLF18,46.5,C,20170713,0.0,4.06,4.06,4.06,4.06,0,1
CLF18,46.5,P,20170713,3.65,3.65,3.56,3.56,3.56,0,1
CLF18,47.0,C,20170713,0.0,3.8,3.4,3.8,3.8,0,764
CLF18,47.0,P,20170713,0.0,3.8,3.8,3.8,3.8,0,877
CLF18,47.5,C,20170713,0.0,3.64,3.31,3.55,3.55,6,324
CLF18,47.5,P,20170713,4.54,4.54,4.05,4.05,4.05,4,242
CLF18,48.0,C,20170713,0.0,3.31,3.31,3.31,3.31,380,1790
CLF18,48.0,P,20170713,0.0,4.79,4.31,4.31,4.31,0,777
CLF18,48.5,C,20170713,0.0,3.08,3.08,3.08,3.08,0,29
CLF18,48.5,P,20170713,0.0,4.58,4.58,4.58,4.58,0,38
CLF18,49.0,C,20170713,0.0,2.86,2.86,2.86,2.86,0,111
CLF18,49.0,P,20170713,0.0,5.3,4.85,4.85,4.85,0,106
CLF18,49.5,C,20170713,0.0,2.65,2.65,2.65,2.65,0,650
CLF18,49.5,P,20170713,0.0,5.5,5.14,5.14,5.14,11,109
CLF18,50.0,C,20170713,0.0,2.45,1.8,2.45,2.45,159,4164
CLF18,50.0,P,20170713,5.66,5.66,5.44,5.44,5.44,17,2337
CLF18,50.5,C,20170713,0.0,2.26,2.0,2.26,2.26,0,327
CLF18,50.5,P,20170713,0.0,5.75,5.75,5.75,5.75,0,46
CLF18,51.0,C,20170713,0.0,2.1,2.08,2.08,2.08,1,1666
CLF18,51.0,P,20170713,0.0,6.07,6.07,6.07,6.07,0,59
CLF18,51.5,C,20170713,0.0,1.91,1.8,1.91,1.91,1,562
CLF18,51.5,P,20170713,0.0,6.4,6.4,6.4,6.4,0,300
CLF18,52.0,C,20170713,1.46,1.75,1.46,1.75,1.75,81,420
CLF18,52.0,P,20170713,0.0,6.73,6.73,6.73,6.73,0,3
CLF18,52.5,C,20170713,1.32,1.6,1.32,1.6,1.6,15,110
CLF18,53.0,C,20170713,1.26,1.46,1.26,1.46,1.46,86,145
CLF18,53.0,P,20170713,0.0,7.44,7.44,7.44,7.44,0,16
CLF18,53.5,C,20170713,0.0,1.33,1.33,1.33,1.33,0,12
CLF18,54.0,C,20170713,1.07,1.2,1.07,1.2,1.2,8,245
CLF18,54.0,P,20170713,0.0,8.18,8.18,8.18,8.18,0,13
CLF18,54.5,C,20170713,0.0,1.09,1.02,1.09,1.09,3,592
CLF18,55.0,C,20170713,0.0,1.03,0.86,0.98,0.98,432,5483
CLF18,55.0,P,20170713,0.0,8.95,8.95,8.95,8.95,0,891
CLF18,55.5,C,20170713,0.0,0.88,0.88,0.88,0.88,0,434
CLF18,55.5,P,20170713,0.0,9.35,9.35,9.35,9.35,0,400
CLF18,56.0,C,20170713,0.0,0.83,0.71,0.79,0.79,3,547
CLF18,56.0,P,20170713,0.0,9.75,9.75,9.75,9.75,0,50
CLF18,56.5,C,20170713,0.0,0.71,0.71,0.71,0.71,0,3
CLF18,57.0,C,20170713,0.62,0.63,0.62,0.63,0.63,51,1013
CLF18,57.5,C,20170713,0.0,0.56,0.56,0.56,0.56,0,128
CLF18,57.5,P,20170713,0.0,11.02,11.02,11.02,11.02,0,40
CLF18,58.0,C,20170713,0.0,0.5,0.5,0.5,0.5,0,516
CLF18,58.0,P,20170713,0.0,11.46,11.46,11.46,11.46,0,0
CLF18,58.5,C,20170713,0.38,0.45,0.38,0.45,0.45,2,127
CLF18,59.0,C,20170713,0.0,0.4,0.32,0.4,0.4,0,213
CLF18,59.5,C,20170713,0.0,0.36,0.36,0.36,0.36,0,76
CLF18,60.0,C,20170713,0.0,0.36,0.32,0.32,0.32,4,5577
CLF18,60.0,P,20170713,0.0,13.27,13.27,13.27,13.27,0,193
CLF18,60.5,C,20170713,0.29,0.29,0.28,0.28,0.28,0,188
CLF18,61.0,C,20170713,0.0,0.25,0.18,0.25,0.25,0,265
CLF18,61.5,C,20170713,0.0,0.22,0.22,0.22,0.22,0,18
CLF18,62.0,C,20170713,0.2,0.2,0.2,0.2,0.2,0,624
CLF18,62.5,C,20170713,0.0,0.18,0.18,0.18,0.18,0,2
CLF18,63.0,C,20170713,0.0,0.16,0.16,0.16,0.16,0,68
CLF18,63.5,C,20170713,0.0,0.15,0.15,0.15,0.15,0,57
CLF18,64.0,C,20170713,0.12,0.13,0.12,0.13,0.13,6,28
CLF18,64.0,P,20170713,0.0,17.09,17.09,17.09,17.09,0,1
CLF18,64.5,C,20170713,0.0,0.12,0.12,0.12,0.12,0,4
CLF18,65.0,C,20170713,0.0,0.11,0.09,0.11,0.11,0,993
CLF18,65.5,C,20170713,0.0,0.1,0.1,0.1,0.1,0,170
CLF18,66.0,C,20170713,0.0,0.09,0.09,0.09,0.09,0,505
CLF18,66.5,C,20170713,0.0,0.08,0.08,0.08,0.08,0,35
CLF18,67.0,C,20170713,0.0,0.08,0.08,0.08,0.08,0,75
CLF18,67.5,C,20170713,0.0,0.07,0.07,0.07,0.07,0,159
CLF18,68.0,C,20170713,0.0,0.07,0.07,0.07,0.07,0,27
CLF18,68.5,C,20170713,0.0,0.06,0.06,0.06,0.06,0,273
CLF18,69.0,C,20170713,0.0,0.06,0.06,0.06,0.06,0,101
CLF18,69.5,C,20170713,0.0,0.06,0.06,0.06,0.06,0,55
CLF18,70.0,C,20170713,0.0,0.05,0.05,0.05,0.05,0,850
CLF18,70.5,C,20170713,0.0,0.05,0.05,0.05,0.05,0,0
CLF18,71.0,C,20170713,0.0,0.05,0.05,0.05,0.05,0,17
CLF18,72.0,C,20170713,0.0,0.04,0.04,0.04,0.04,0,10
CLF18,73.0,C,20170713,0.0,0.04,0.04,0.04,0.04,0,2
CLF18,74.0,C,20170713,0.0,0.04,0.04,0.04,0.04,0,3
CLF18,75.0,C,20170713,0.0,0.03,0.03,0.03,0.03,0,490
CLF18,76.0,C,20170713,0.0,0.03,0.03,0.03,0.03,0,3
CLF18,77.0,C,20170713,0.0,0.03,0.03,0.03,0.03,0,16
CLF18,78.0,C,20170713,0.0,0.03,0.03,0.03,0.03,0,9
CLF18,79.0,C,20170713,0.0,0.02,0.02,0.02,0.02,0,2
CLF18,80.0,C,20170713,0.0,0.02,0.02,0.02,0.02,0,100
CLF18,81.0,C,20170713,0.0,0.02,0.02,0.02,0.02,0,10
CLF19,50.0,C,20170713,0.0,5.7,5.7,5.7,5.7,0,97
CLF19,50.0,P,20170713,0.0,7.18,7.18,7.18,7.18,0,94
CLF19,60.0,C,20170713,0.0,2.1,2.1,2.1,2.1,0,100
CLF19,86.0,C,20170713,0.0,0.15,0.15,0.15,0.15,0,0
CLF19,90.0,C,20170713,0.0,0.12,0.12,0.12,0.12,0,1
CLF20,68.0,C,20170713,0.0,1.83,1.83,1.83,1.83,0,160
CLF20,83.0,C,20170713,0.0,0.53,0.53,0.53,0.53,0,160
CLF18,100.0,C,20170714,0.0,0.01,0.01,0.01,0.01,0,101
CLF18,21.0,C,20170714,0.0,26.55,26.55,26.55,26.55,0,1
CLF18,24.0,P,20170714,0.0,0.01,0.01,0.01,0.01,0,1
CLF18,24.5,P,20170714,0.0,0.02,0.02,0.02,0.02,0,1
CLF18,25.0,P,20170714,0.0,0.02,0.02,0.02,0.02,0,51
CLF18,25.5,P,20170714,0.0,0.02,0.02,0.02,0.02,0,43
CLF18,26.0,P,20170714,0.0,0.02,0.02,0.02,0.02,0,16
CLF18,26.5,P,20170714,0.0,0.03,0.03,0.03,0.03,0,14
CLF18,27.0,P,20170714,0.0,0.03,0.03,0.03,0.03,0,31
CLF18,27.5,P,20170714,0.0,0.03,0.03,0.03,0.03,0,55
CLF18,28.0,P,20170714,0.0,0.04,0.04,0.04,0.04,0,59
CLF18,28.5,P,20170714,0.0,0.05,0.05,0.05,0.05,0,5
CLF18,29.0,P,20170714,0.0,0.05,0.05,0.05,0.05,0,329
CLF18,29.5,P,20170714,0.0,0.06,0.06,0.06,0.06,0,1
CLF18,30.0,P,20170714,0.0,0.12,0.07,0.07,0.07,4,337
CLF18,30.5,P,20170714,0.0,0.08,0.08,0.08,0.08,0,2
CLF18,31.0,P,20170714,0.0,0.1,0.1,0.1,0.1,0,6
CLF18,31.5,P,20170714,0.0,0.15,0.11,0.11,0.11,159,163
CLF18,32.0,P,20170714,0.16,0.16,0.13,0.13,0.13,1,110
CLF18,32.5,P,20170714,0.0,0.15,0.15,0.15,0.15,0,15
CLF18,33.0,P,20170714,0.0,0.18,0.18,0.18,0.18,0,123
CLF18,33.5,P,20170714,0.22,0.22,0.21,0.21,0.21,0,8
CLF18,34.0,P,20170714,0.0,0.24,0.24,0.24,0.24,0,603
CLF18,34.5,P,20170714,0.28,0.28,0.28,0.28,0.28,100,53
CLF18,35.0,C,20170714,0.0,12.83,12.83,12.83,12.83,0,1
CLF18,35.0,P,20170714,0.37,0.37,0.32,0.32,0.32,1356,2307
CLF18,35.5,P,20170714,0.38,0.38,0.37,0.37,0.37,1,6
CLF18,36.0,P,20170714,0.47,0.5,0.42,0.42,0.42,46,164
CLF18,36.5,P,20170714,0.0,0.62,0.48,0.48,0.48,0,16
CLF18,37.0,C,20170714,0.0,11.06,11.06,11.06,11.06,0,17
CLF18,37.0,P,20170714,0.64,0.64,0.54,0.54,0.54,1,72
CLF18,37.5,P,20170714,0.67,0.67,0.62,0.62,0.62,5,61
CLF18,38.0,C,20170714,0.0,10.21,10.21,10.21,10.21,0,0
CLF18,38.0,P,20170714,0.71,0.71,0.69,0.69,0.69,0,920
CLF18,38.5,P,20170714,0.82,0.82,0.78,0.78,0.78,0,65
CLF18,39.0,P,20170714,0.98,0.98,0.87,0.87,0.87,8,504
CLF18,39.5,P,20170714,1.04,1.04,0.97,0.97,0.97,0,127
CLF18,40.0,C,20170714,0.0,8.6,8.6,8.6,8.6,0,0
CLF18,40.0,P,20170714,1.11,1.11,1.08,1.08,1.08,87,1496
CLF18,40.5,P,20170714,1.33,1.33,1.2,1.2,1.2,0,1261
CLF18,41.0,P,20170714,1.4,1.4,1.32,1.32,1.32,10,3751
CLF18,41.5,P,20170714,0.0,1.73,1.46,1.46,1.46,0,129
CLF18,42.0,C,20170714,0.0,7.13,6.72,7.13,7.13,47,147
CLF18,42.0,P,20170714,0.0,1.6,1.6,1.6,1.6,186,1359
CLF18,42.5,P,20170714,0.0,1.75,1.75,1.75,1.75,0,414
CLF18,43.0,C,20170714,6.36,6.45,6.36,6.45,6.45,0,120
CLF18,43.0,P,20170714,1.98,1.98,1.92,1.92,1.92,20,628
CLF18,43.5,C,20170714,0.0,6.12,5.86,6.12,6.12,0,7
CLF18,43.5,P,20170714,2.15,2.15,2.08,2.08,2.08,0,274
CLF18,44.0,C,20170714,0.0,5.8,5.8,5.8,5.8,0,15
CLF18,44.0,P,20170714,2.33,2.33,2.25,2.26,2.26,150,4288
CLF18,44.5,C,20170714,0.0,5.49,4.81,5.49,5.49,9,168
CLF18,44.5,P,20170714,0.0,2.87,2.45,2.45,2.45,1,165
CLF18,45.0,C,20170714,5.12,5.19,5.12,5.19,5.19,88,3106
CLF18,45.0,P,20170714,2.71,2.71,2.64,2.65,2.65,204,2018
CLF18,45.5,C,20170714,0.0,4.89,4.89,4.89,4.89,0,58
CLF18,45.5,P,20170714,3.05,3.05,2.85,2.85,2.85,0,81
CLF18,46.0,C,20170714,4.27,4.61,4.27,4.61,4.61,0,401
CLF18,46.0,P,20170714,3.06,3.13,3.01,3.07,3.07,3,42
CLF18,46.5,C,20170714,0.0,4.34,4.34,4.34,4.34,0,1
CLF18,46.5,P,20170714,0.0,3.65,3.29,3.29,3.29,16,17
CLF18,47.0,C,20170714,0.0,4.07,3.4,4.07,4.07,0,764
CLF18,47.0,P,20170714,3.46,3.52,3.46,3.52,3.52,0,877
CLF18,47.5,C,20170714,3.79,3.81,3.75,3.81,3.81,0,324
CLF18,47.5,P,20170714,0.0,4.54,3.76,3.76,3.76,16,258
CLF18,48.0,C,20170714,3.53,3.56,3.53,3.56,3.56,186,1884
CLF18,48.0,P,20170714,0.0,4.79,4.01,4.01,4.01,140,879
CLF18,48.5,C,20170714,3.29,3.32,3.14,3.32,3.32,0,29
CLF18,48.5,P,20170714,0.0,4.27,4.27,4.27,4.27,0,38
CLF18,49.0,C,20170714,3.04,3.09,3.04,3.09,3.09,0,111
CLF18,49.0,P,20170714,0.0,5.3,4.54,4.54,4.54,0,106
CLF18,49.5,C,20170714,0.0,2.87,2.87,2.87,2.87,0,650
CLF18,49.5,P,20170714,0.0,5.5,4.82,4.82,4.82,0,109
CLF18,50.0,C,20170714,2.64,2.67,2.55,2.67,2.67,86,4164
CLF18,50.0,P,20170714,5.11,5.19,5.11,5.11,5.11,1,2337
CLF18,50.5,C,20170714,0.0,2.46,2.0,2.46,2.46,0,327
CLF18,50.5,P,20170714,0.0,5.4,5.4,5.4,5.4,0,46
CLF18,51.0,C,20170714,0.0,2.27,2.1,2.27,2.27,100,1650
CLF18,51.0,P,20170714,0.0,5.71,5.71,5.71,5.71,0,59
CLF18,51.5,C,20170714,0.0,2.09,1.8,2.09,2.09,0,562
CLF18,51.5,P,20170714,0.0,6.02,6.02,6.02,6.02,0,300
CLF18,52.0,C,20170714,0.0,1.92,1.46,1.92,1.92,1,421
CLF18,52.0,P,20170714,6.58,6.58,6.35,6.35,6.35,0,3
CLF18,52.5,C,20170714,1.66,1.78,1.66,1.76,1.76,8,104
CLF18,52.5,P,20170714,7.07,7.07,6.69,6.69,6.69,0,0
CLF18,53.0,C,20170714,1.55,1.6,1.55,1.6,1.6,1,145
CLF18,53.0,P,20170714,0.0,7.03,7.03,7.03,7.03,0,16
CLF18,53.5,C,20170714,1.37,1.46,1.37,1.46,1.46,0,12
CLF18,54.0,C,20170714,1.27,1.32,1.26,1.32,1.32,156,399
CLF18,54.0,P,20170714,0.0,7.75,7.75,7.75,7.75,0,13
CLF18,54.5,C,20170714,1.17,1.2,1.17,1.2,1.2,0,592
CLF18,55.0,C,20170714,1.06,1.09,1.06,1.09,1.09,200,5683
CLF18,55.0,P,20170714,0.0,8.51,8.51,8.51,8.51,0,891
CLF18,55.5,C,20170714,1.01,1.01,0.96,0.98,0.98,0,434
CLF18,55.5,P,20170714,0.0,8.9,8.9,8.9,8.9,0,400
CLF18,56.0,C,20170714,0.86,0.88,0.86,0.88,0.88,0,547
CLF18,56.0,P,20170714,0.0,9.3,9.3,9.3,9.3,0,50
CLF18,56.5,C,20170714,0.81,0.81,0.79,0.79,0.79,0,3
CLF18,57.0,C,20170714,0.74,0.74,0.67,0.71,0.71,4,1013
CLF18,57.5,C,20170714,0.64,0.64,0.64,0.64,0.64,0,128
CLF18,57.5,P,20170714,0.0,10.55,10.55,10.55,10.55,0,40
CLF18,58.0,C,20170714,0.48,0.59,0.48,0.57,0.57,0,516
CLF18,58.0,P,20170714,0.0,10.98,10.98,10.98,10.98,0,0
CLF18,58.5,C,20170714,0.0,0.51,0.38,0.51,0.51,1,127
CLF18,59.0,C,20170714,0.44,0.45,0.44,0.45,0.45,0,213
CLF18,59.5,C,20170714,0.0,0.41,0.41,0.41,0.41,140,216
CLF18,60.0,C,20170714,0.32,0.36,0.32,0.36,0.36,0,5577
CLF18,60.0,P,20170714,0.0,12.77,12.77,12.77,12.77,0,193
CLF18,60.5,C,20170714,0.0,0.32,0.29,0.32,0.32,2,190
CLF18,61.0,C,20170714,0.0,0.29,0.18,0.29,0.29,0,265
CLF18,61.5,C,20170714,0.0,0.26,0.26,0.26,0.26,0,18
CLF18,62.0,C,20170714,0.0,0.23,0.2,0.23,0.23,1,624
CLF18,62.5,C,20170714,0.0,0.21,0.21,0.21,0.21,0,2
CLF18,63.0,C,20170714,0.0,0.19,0.19,0.19,0.19,0,68
CLF18,63.5,C,20170714,0.0,0.17,0.17,0.17,0.17,0,57
CLF18,64.0,C,20170714,0.14,0.15,0.14,0.15,0.15,3,31
CLF18,64.0,P,20170714,0.0,16.55,16.55,16.55,16.55,0,1
CLF18,64.5,C,20170714,0.0,0.14,0.14,0.14,0.14,0,4
CLF18,65.0,C,20170714,0.0,0.13,0.09,0.13,0.13,10,993
CLF18,65.5,C,20170714,0.0,0.12,0.12,0.12,0.12,0,170
CLF18,66.0,C,20170714,0.11,0.11,0.11,0.11,0.11,0,505
CLF18,66.5,C,20170714,0.0,0.1,0.1,0.1,0.1,0,35
CLF18,67.0,C,20170714,0.0,0.09,0.09,0.09,0.09,0,75
CLF18,67.5,C,20170714,0.0,0.08,0.08,0.08,0.08,0,159
CLF18,68.0,C,20170714,0.0,0.08,0.08,0.08,0.08,0,27
CLF18,68.5,C,20170714,0.0,0.07,0.07,0.07,0.07,0,273
CLF18,69.0,C,20170714,0.0,0.07,0.07,0.07,0.07,0,101
CLF18,69.5,C,20170714,0.0,0.06,0.06,0.06,0.06,0,55
CLF18,70.0,C,20170714,0.0,0.06,0.06,0.06,0.06,10,850
CLF18,70.5,C,20170714,0.0,0.06,0.06,0.06,0.06,0,0
CLF18,71.0,C,20170714,0.05,0.05,0.05,0.05,0.05,0,17
CLF18,72.0,C,20170714,0.0,0.05,0.05,0.05,0.05,0,10
CLF18,73.0,C,20170714,0.0,0.04,0.04,0.04,0.04,0,2
CLF18,74.0,C,20170714,0.0,0.04,0.04,0.04,0.04,0,3
CLF18,75.0,C,20170714,0.0,0.04,0.04,0.04,0.04,0,490
CLF18,76.0,C,20170714,0.0,0.03,0.03,0.03,0.03,0,3
CLF18,77.0,C,20170714,0.0,0.03,0.03,0.03,0.03,0,16
CLF18,78.0,C,20170714,0.0,0.03,0.03,0.03,0.03,0,9
CLF18,79.0,C,20170714,0.0,0.03,0.03,0.03,0.03,0,2
CLF18,80.0,C,20170714,0.0,0.02,0.02,0.02,0.02,0,100
CLF18,81.0,C,20170714,0.0,0.02,0.02,0.02,0.02,0,10
CLF19,50.0,C,20170714,0.0,6.02,6.02,6.02,6.02,0,97
CLF19,50.0,P,20170714,0.0,7.02,7.02,7.02,7.02,0,94
CLF19,60.0,C,20170714,0.0,2.27,2.27,2.27,2.27,0,100
CLF19,86.0,C,20170714,0.0,0.13,0.13,0.13,0.13,0,0
CLF19,90.0,C,20170714,0.0,0.1,0.1,0.1,0.1,0,1
CLF20,68.0,C,20170714,0.0,1.93,1.93,1.93,1.93,0,160
CLF20,83.0,C,20170714,0.0,0.57,0.57,0.57,0.57,0,160
CLF18,100.0,C,20170717,0.0,0.01,0.01,0.01,0.01,0,101
CLF18,21.0,C,20170717,0.0,26.16,26.16,26.16,26.16,0,1
CLF18,24.0,P,20170717,0.0,0.01,0.01,0.01,0.01,0,1
CLF18,24.5,P,20170717,0.0,0.02,0.02,0.02,0.02,0,1
CLF18,25.0,P,20170717,0.0,0.02,0.02,0.02,0.02,0,51
CLF18,25.5,P,20170717,0.0,0.02,0.02,0.02,0.02,0,43
CLF18,26.0,P,20170717,0.0,0.02,0.02,0.02,0.02,0,16
CLF18,26.5,P,20170717,0.0,0.03,0.03,0.03,0.03,0,14
CLF18,27.0,P,20170717,0.0,0.03,0.03,0.03,0.03,0,31
CLF18,27.5,P,20170717,0.0,0.03,0.03,0.03,0.03,0,55
CLF18,28.0,P,20170717,0.0,0.04,0.04,0.04,0.04,0,59
CLF18,28.5,P,20170717,0.0,0.05,0.05,0.05,0.05,0,5
CLF18,29.0,P,20170717,0.06,0.06,0.05,0.05,0.05,0,329
CLF18,29.5,P,20170717,0.0,0.06,0.06,0.06,0.06,0,1
CLF18,30.0,P,20170717,0.0,0.07,0.07,0.07,0.07,0,337
CLF18,30.5,P,20170717,0.0,0.08,0.08,0.08,0.08,0,2
CLF18,31.0,P,20170717,0.0,0.1,0.1,0.1,0.1,0,6
CLF18,31.5,P,20170717,0.0,0.11,0.11,0.11,0.11,0,163
CLF18,32.0,P,20170717,0.0,0.13,0.13,0.13,0.13,1,110
CLF18,32.5,P,20170717,0.0,0.15,0.15,0.15,0.15,0,15
CLF18,33.0,P,20170717,0.18,0.18,0.18,0.18,0.18,0,123
CLF18,33.5,P,20170717,0.2,0.21,0.2,0.21,0.21,1,7
CLF18,34.0,P,20170717,0.24,0.24,0.24,0.24,0.24,0,603
CLF18,34.5,P,20170717,0.27,0.28,0.27,0.28,0.28,1,54
CLF18,35.0,C,20170717,0.0,12.44,12.44,12.44,12.44,0,1
CLF18,35.0,P,20170717,0.29,0.32,0.29,0.32,0.32,4,2307
CLF18,35.5,P,20170717,0.38,0.38,0.37,0.37,0.37,2,6
CLF18,36.0,P,20170717,0.0,0.42,0.42,0.42,0.42,7,165
CLF18,36.5,P,20170717,0.0,0.48,0.48,0.48,0.48,0,16
CLF18,37.0,C,20170717,0.0,10.67,10.67,10.67,10.67,0,17
CLF18,37.0,P,20170717,0.0,0.55,0.55,0.55,0.55,3,74
CLF18,37.5,P,20170717,0.6,0.63,0.6,0.63,0.63,43,39
CLF18,38.0,C,20170717,0.0,9.83,9.83,9.83,9.83,0,0
